Type,Name,DisplayName,ResponsibleTeam,Manufacturer,Supplier,SerialNumber,ParentName,StationIdentifier,ClientPcHostname,Metadata,PinnedObjectHandle,OrganizationId,StorageLocation,EquipmentStatus,MachineId,StockQuantity,MinStockThreshold,IsStockItem,Technology,MachineType,GroupId
HardwareComponent,SPARE-SIEM-S7-1500-0313,Synthetic Siemens S7-1500 CPU 1516-3 PN/DP (Spare) #313,Plant Maintenance (Synthetic AI Guild),Siemens,Direct Automation Europe,SN-FAKE-SIEM-0313,,,,"{""CostInHUF"": 2850000, ""Status"": ""InStorage"", ""WarehouseLocation"": ""Warehouse Aisle E \u2013 Shelf 2-4"", ""InspectionDate"": ""2026-09-01T00:00:00Z"", ""CalibrationValidUntil"": ""2027-09-01T00:00:00Z"", ""AssetClass"": ""High-Value Serialized Spare""}",,org-maintenance,Warehouse Aisle E – Shelf 2-4,InStorage,,,,False,Assembly,,
HardwareComponent,SPARE-BECK-AX5000-0314,Synthetic Beckhoff AX5000 Servo Drive 12A (Spare) #314,Plant Maintenance (Synthetic AI Guild),Beckhoff,Direct Automation Europe,SN-FAKE-BECK-0314,,,,"{""CostInHUF"": 1450000, ""Status"": ""InStorage"", ""WarehouseLocation"": ""Warehouse Aisle F \u2013 Shelf 3-5"", ""InspectionDate"": ""2026-09-01T00:00:00Z"", ""CalibrationValidUntil"": ""2027-09-01T00:00:00Z"", ""AssetClass"": ""High-Value Serialized Spare""}",,org-maintenance,Warehouse Aisle F – Shelf 3-5,InStorage,,,,False,Robotics,,
HardwareComponent,SPARE-COGN-IN9912-0315,Synthetic Cognex In-Sight 9912 12MP Inspection Camera #315,Plant Maintenance (Synthetic AI Guild),Cognex,Direct Automation Europe,SN-FAKE-COGN-0315,,,,"{""CostInHUF"": 2200000, ""Status"": ""InStorage"", ""WarehouseLocation"": ""Warehouse Aisle G \u2013 Shelf 4-1"", ""InspectionDate"": ""2026-09-01T00:00:00Z"", ""CalibrationValidUntil"": ""2027-09-01T00:00:00Z"", ""AssetClass"": ""High-Value Serialized Spare""}",,org-maintenance,Warehouse Aisle G – Shelf 4-1,InStorage,,,,False,Test,,
HardwareComponent,SPARE-KUKA-KRC4-PC-0316,Synthetic KUKA KRC4 Industrial Robot Controller PC #316,Plant Maintenance (Synthetic AI Guild),KUKA,Direct Automation Europe,SN-FAKE-KUKA-0316,,,,"{""CostInHUF"": 3900000, ""Status"": ""InStorage"", ""WarehouseLocation"": ""Warehouse Aisle A \u2013 Shelf 5-2"", ""InspectionDate"": ""2026-09-01T00:00:00Z"", ""CalibrationValidUntil"": ""2027-09-01T00:00:00Z"", ""AssetClass"": ""High-Value Serialized Spare""}",,org-maintenance,Warehouse Aisle A – Shelf 5-2,InStorage,,,,False,Robotics,,
HardwareComponent,SPARE-FEST-VTUG-16-0317,Synthetic Festo VTUG Valve Terminal 16-Valve Multi #317,Plant Maintenance (Synthetic AI Guild),Festo,Direct Automation Europe,SN-FAKE-FEST-0317,,,,"{""CostInHUF"": 850000, ""Status"": ""InStorage"", ""WarehouseLocation"": ""Warehouse Aisle B \u2013 Shelf 6-3"", ""InspectionDate"": ""2026-09-01T00:00:00Z"", ""CalibrationValidUntil"": ""2027-09-01T00:00:00Z"", ""AssetClass"": ""High-Value Serialized Spare""}",,org-maintenance,Warehouse Aisle B – Shelf 6-3,InStorage,,,,False,Assembly,,
HardwareComponent,SPARE-ATLAS-STR-61-0318,Synthetic Atlas Copco Tensor STR-61 Tightening Spindle #318,Plant Maintenance (Synthetic AI Guild),Atlas Copco,Direct Automation Europe,SN-FAKE-ATLA-0318,,,,"{""CostInHUF"": 3100000, ""Status"": ""InStorage"", ""WarehouseLocation"": ""Warehouse Aisle C \u2013 Shelf 7-4"", ""InspectionDate"": ""2026-09-01T00:00:00Z"", ""CalibrationValidUntil"": ""2027-09-01T00:00:00Z"", ""AssetClass"": ""High-Value Serialized Spare""}",,org-maintenance,Warehouse Aisle C – Shelf 7-4,InStorage,,,,False,Fastening,,
HardwareComponent,SPARE-SICK-MICROSCAN-0319,Synthetic SICK microScan3 Core Safety Laser Scanner #319,Plant Maintenance (Synthetic AI Guild),SICK,Direct Automation Europe,SN-FAKE-SICK-0319,,,,"{""CostInHUF"": 1250000, ""Status"": ""InStorage"", ""WarehouseLocation"": ""Warehouse Aisle D \u2013 Shelf 8-5"", ""InspectionDate"": ""2026-09-01T00:00:00Z"", ""CalibrationValidUntil"": ""2027-09-01T00:00:00Z"", ""AssetClass"": ""High-Value Serialized Spare""}",,org-maintenance,Warehouse Aisle D – Shelf 8-5,InStorage,,,,False,Assembly,,
HardwareComponent,SPARE-SEW-MOVIPRO-0320,Synthetic SEW Eurodrive MOVIPRO Decentralized Inverter #320,Plant Maintenance (Synthetic AI Guild),SEW Eurodrive,Direct Automation Europe,SN-FAKE-SEW -0320,,,,"{""CostInHUF"": 1600000, ""Status"": ""InStorage"", ""WarehouseLocation"": ""Warehouse Aisle E \u2013 Shelf 1-1"", ""InspectionDate"": ""2026-09-01T00:00:00Z"", ""CalibrationValidUntil"": ""2027-09-01T00:00:00Z"", ""AssetClass"": ""High-Value Serialized Spare""}",,org-maintenance,Warehouse Aisle E – Shelf 1-1,InStorage,,,,False,Assembly,,
HardwareComponent,SPARE-BALL-RFID-RWD-0321,Synthetic Balluff BIS-M 13.56MHz High-Temp RFID Reader #321,Plant Maintenance (Synthetic AI Guild),Balluff,Direct Automation Europe,SN-FAKE-BALL-0321,,,,"{""CostInHUF"": 480000, ""Status"": ""InStorage"", ""WarehouseLocation"": ""Warehouse Aisle F \u2013 Shelf 2-2"", ""InspectionDate"": ""2026-09-01T00:00:00Z"", ""CalibrationValidUntil"": ""2027-09-01T00:00:00Z"", ""AssetClass"": ""High-Value Serialized Spare""}",,org-maintenance,Warehouse Aisle F – Shelf 2-2,InStorage,,,,False,Test,,
HardwareComponent,SPARE-TRUMPF-OPTIC-0322,Synthetic Trumpf BEO D70 Laser Seam Optical Focus Head #322,Plant Maintenance (Synthetic AI Guild),Trumpf,Direct Automation Europe,SN-FAKE-TRUM-0322,,,,"{""CostInHUF"": 4500000, ""Status"": ""InStorage"", ""WarehouseLocation"": ""Warehouse Aisle G \u2013 Shelf 3-3"", ""InspectionDate"": ""2026-09-01T00:00:00Z"", ""CalibrationValidUntil"": ""2027-09-01T00:00:00Z"", ""AssetClass"": ""High-Value Serialized Spare""}",,org-maintenance,Warehouse Aisle G – Shelf 3-3,InStorage,,,,False,Welding,,
HardwareComponent,SPARE-TOX-E-PRESS-0323,Synthetic TOX ElectricDrive 50kN Servo Press Drive #323,Plant Maintenance (Synthetic AI Guild),TOX Pressotechnik,Direct Automation Europe,SN-FAKE-TOX -0323,,,,"{""CostInHUF"": 4800000, ""Status"": ""InStorage"", ""WarehouseLocation"": ""Warehouse Aisle A \u2013 Shelf 4-4"", ""InspectionDate"": ""2026-09-01T00:00:00Z"", ""CalibrationValidUntil"": ""2027-09-01T00:00:00Z"", ""AssetClass"": ""High-Value Serialized Spare""}",,org-maintenance,Warehouse Aisle A – Shelf 4-4,InStorage,,,,False,Fastening,,
HardwareComponent,SPARE-HIRS-BOBCAT-0324,Synthetic Hirschmann BRS20 Industrial Managed Switch #324,Plant Maintenance (Synthetic AI Guild),Hirschmann,Direct Automation Europe,SN-FAKE-HIRS-0324,,,,"{""CostInHUF"": 720000, ""Status"": ""InStorage"", ""WarehouseLocation"": ""Warehouse Aisle B \u2013 Shelf 5-5"", ""InspectionDate"": ""2026-09-01T00:00:00Z"", ""CalibrationValidUntil"": ""2027-09-01T00:00:00Z"", ""AssetClass"": ""High-Value Serialized Spare""}",,org-maintenance,Warehouse Aisle B – Shelf 5-5,InStorage,,,,False,Platform Operations,,
HardwareComponent,SPARE-SIEM-S7-1500-0325,Synthetic Siemens S7-1500 CPU 1516-3 PN/DP (Spare) #325,Plant Maintenance (Synthetic AI Guild),Siemens,Direct Automation Europe,SN-FAKE-SIEM-0325,,,,"{""CostInHUF"": 2850000, ""Status"": ""InStorage"", ""WarehouseLocation"": ""Warehouse Aisle C \u2013 Shelf 6-1"", ""InspectionDate"": ""2026-09-01T00:00:00Z"", ""CalibrationValidUntil"": ""2027-09-01T00:00:00Z"", ""AssetClass"": ""High-Value Serialized Spare""}",,org-maintenance,Warehouse Aisle C – Shelf 6-1,InStorage,,,,False,Assembly,,
HardwareComponent,SPARE-BECK-AX5000-0326,Synthetic Beckhoff AX5000 Servo Drive 12A (Spare) #326,Plant Maintenance (Synthetic AI Guild),Beckhoff,Direct Automation Europe,SN-FAKE-BECK-0326,,,,"{""CostInHUF"": 1450000, ""Status"": ""InStorage"", ""WarehouseLocation"": ""Warehouse Aisle D \u2013 Shelf 7-2"", ""InspectionDate"": ""2026-09-01T00:00:00Z"", ""CalibrationValidUntil"": ""2027-09-01T00:00:00Z"", ""AssetClass"": ""High-Value Serialized Spare""}",,org-maintenance,Warehouse Aisle D – Shelf 7-2,InStorage,,,,False,Robotics,,
HardwareComponent,SPARE-COGN-IN9912-0327,Synthetic Cognex In-Sight 9912 12MP Inspection Camera #327,Plant Maintenance (Synthetic AI Guild),Cognex,Direct Automation Europe,SN-FAKE-COGN-0327,,,,"{""CostInHUF"": 2200000, ""Status"": ""InStorage"", ""WarehouseLocation"": ""Warehouse Aisle E \u2013 Shelf 8-3"", ""InspectionDate"": ""2026-09-01T00:00:00Z"", ""CalibrationValidUntil"": ""2027-09-01T00:00:00Z"", ""AssetClass"": ""High-Value Serialized Spare""}",,org-maintenance,Warehouse Aisle E – Shelf 8-3,InStorage,,,,False,Test,,
HardwareComponent,SPARE-KUKA-KRC4-PC-0328,Synthetic KUKA KRC4 Industrial Robot Controller PC #328,Plant Maintenance (Synthetic AI Guild),KUKA,Direct Automation Europe,SN-FAKE-KUKA-0328,,,,"{""CostInHUF"": 3900000, ""Status"": ""InStorage"", ""WarehouseLocation"": ""Warehouse Aisle F \u2013 Shelf 1-4"", ""InspectionDate"": ""2026-09-01T00:00:00Z"", ""CalibrationValidUntil"": ""2027-09-01T00:00:00Z"", ""AssetClass"": ""High-Value Serialized Spare""}",,org-maintenance,Warehouse Aisle F – Shelf 1-4,InStorage,,,,False,Robotics,,
HardwareComponent,SPARE-FEST-VTUG-16-0329,Synthetic Festo VTUG Valve Terminal 16-Valve Multi #329,Plant Maintenance (Synthetic AI Guild),Festo,Direct Automation Europe,SN-FAKE-FEST-0329,,,,"{""CostInHUF"": 850000, ""Status"": ""InStorage"", ""WarehouseLocation"": ""Warehouse Aisle G \u2013 Shelf 2-5"", ""InspectionDate"": ""2026-09-01T00:00:00Z"", ""CalibrationValidUntil"": ""2027-09-01T00:00:00Z"", ""AssetClass"": ""High-Value Serialized Spare""}",,org-maintenance,Warehouse Aisle G – Shelf 2-5,InStorage,,,,False,Assembly,,
HardwareComponent,SPARE-ATLAS-STR-61-0330,Synthetic Atlas Copco Tensor STR-61 Tightening Spindle #330,Plant Maintenance (Synthetic AI Guild),Atlas Copco,Direct Automation Europe,SN-FAKE-ATLA-0330,,,,"{""CostInHUF"": 3100000, ""Status"": ""InStorage"", ""WarehouseLocation"": ""Warehouse Aisle A \u2013 Shelf 3-1"", ""InspectionDate"": ""2026-09-01T00:00:00Z"", ""CalibrationValidUntil"": ""2027-09-01T00:00:00Z"", ""AssetClass"": ""High-Value Serialized Spare""}",,org-maintenance,Warehouse Aisle A – Shelf 3-1,InStorage,,,,False,Fastening,,
HardwareComponent,SPARE-SICK-MICROSCAN-0331,Synthetic SICK microScan3 Core Safety Laser Scanner #331,Plant Maintenance (Synthetic AI Guild),SICK,Direct Automation Europe,SN-FAKE-SICK-0331,,,,"{""CostInHUF"": 1250000, ""Status"": ""InStorage"", ""WarehouseLocation"": ""Warehouse Aisle B \u2013 Shelf 4-2"", ""InspectionDate"": ""2026-09-01T00:00:00Z"", ""CalibrationValidUntil"": ""2027-09-01T00:00:00Z"", ""AssetClass"": ""High-Value Serialized Spare""}",,org-maintenance,Warehouse Aisle B – Shelf 4-2,InStorage,,,,False,Assembly,,
HardwareComponent,SPARE-SEW-MOVIPRO-0332,Synthetic SEW Eurodrive MOVIPRO Decentralized Inverter #332,Plant Maintenance (Synthetic AI Guild),SEW Eurodrive,Direct Automation Europe,SN-FAKE-SEW -0332,,,,"{""CostInHUF"": 1600000, ""Status"": ""InStorage"", ""WarehouseLocation"": ""Warehouse Aisle C \u2013 Shelf 5-3"", ""InspectionDate"": ""2026-09-01T00:00:00Z"", ""CalibrationValidUntil"": ""2027-09-01T00:00:00Z"", ""AssetClass"": ""High-Value Serialized Spare""}",,org-maintenance,Warehouse Aisle C – Shelf 5-3,InStorage,,,,False,Assembly,,
HardwareComponent,SPARE-BALL-RFID-RWD-0333,Synthetic Balluff BIS-M 13.56MHz High-Temp RFID Reader #333,Plant Maintenance (Synthetic AI Guild),Balluff,Direct Automation Europe,SN-FAKE-BALL-0333,,,,"{""CostInHUF"": 480000, ""Status"": ""InStorage"", ""WarehouseLocation"": ""Warehouse Aisle D \u2013 Shelf 6-4"", ""InspectionDate"": ""2026-09-01T00:00:00Z"", ""CalibrationValidUntil"": ""2027-09-01T00:00:00Z"", ""AssetClass"": ""High-Value Serialized Spare""}",,org-maintenance,Warehouse Aisle D – Shelf 6-4,InStorage,,,,False,Test,,
HardwareComponent,SPARE-TRUMPF-OPTIC-0334,Synthetic Trumpf BEO D70 Laser Seam Optical Focus Head #334,Plant Maintenance (Synthetic AI Guild),Trumpf,Direct Automation Europe,SN-FAKE-TRUM-0334,,,,"{""CostInHUF"": 4500000, ""Status"": ""InStorage"", ""WarehouseLocation"": ""Warehouse Aisle E \u2013 Shelf 7-5"", ""InspectionDate"": ""2026-09-01T00:00:00Z"", ""CalibrationValidUntil"": ""2027-09-01T00:00:00Z"", ""AssetClass"": ""High-Value Serialized Spare""}",,org-maintenance,Warehouse Aisle E – Shelf 7-5,InStorage,,,,False,Welding,,
HardwareComponent,SPARE-TOX-E-PRESS-0335,Synthetic TOX ElectricDrive 50kN Servo Press Drive #335,Plant Maintenance (Synthetic AI Guild),TOX Pressotechnik,Direct Automation Europe,SN-FAKE-TOX -0335,,,,"{""CostInHUF"": 4800000, ""Status"": ""InStorage"", ""WarehouseLocation"": ""Warehouse Aisle F \u2013 Shelf 8-1"", ""InspectionDate"": ""2026-09-01T00:00:00Z"", ""CalibrationValidUntil"": ""2027-09-01T00:00:00Z"", ""AssetClass"": ""High-Value Serialized Spare""}",,org-maintenance,Warehouse Aisle F – Shelf 8-1,InStorage,,,,False,Fastening,,
HardwareComponent,SPARE-HIRS-BOBCAT-0336,Synthetic Hirschmann BRS20 Industrial Managed Switch #336,Plant Maintenance (Synthetic AI Guild),Hirschmann,Direct Automation Europe,SN-FAKE-HIRS-0336,,,,"{""CostInHUF"": 720000, ""Status"": ""InStorage"", ""WarehouseLocation"": ""Warehouse Aisle G \u2013 Shelf 1-2"", ""InspectionDate"": ""2026-09-01T00:00:00Z"", ""CalibrationValidUntil"": ""2027-09-01T00:00:00Z"", ""AssetClass"": ""High-Value Serialized Spare""}",,org-maintenance,Warehouse Aisle G – Shelf 1-2,InStorage,,,,False,Platform Operations,,
HardwareComponent,SPARE-SIEM-S7-1500-0337,Synthetic Siemens S7-1500 CPU 1516-3 PN/DP (Spare) #337,Plant Maintenance (Synthetic AI Guild),Siemens,Direct Automation Europe,SN-FAKE-SIEM-0337,,,,"{""CostInHUF"": 2850000, ""Status"": ""InStorage"", ""WarehouseLocation"": ""Warehouse Aisle A \u2013 Shelf 2-3"", ""InspectionDate"": ""2026-09-01T00:00:00Z"", ""CalibrationValidUntil"": ""2027-09-01T00:00:00Z"", ""AssetClass"": ""High-Value Serialized Spare""}",,org-maintenance,Warehouse Aisle A – Shelf 2-3,InStorage,,,,False,Assembly,,
HardwareComponent,SPARE-BECK-AX5000-0338,Synthetic Beckhoff AX5000 Servo Drive 12A (Spare) #338,Plant Maintenance (Synthetic AI Guild),Beckhoff,Direct Automation Europe,SN-FAKE-BECK-0338,,,,"{""CostInHUF"": 1450000, ""Status"": ""InStorage"", ""WarehouseLocation"": ""Warehouse Aisle B \u2013 Shelf 3-4"", ""InspectionDate"": ""2026-09-01T00:00:00Z"", ""CalibrationValidUntil"": ""2027-09-01T00:00:00Z"", ""AssetClass"": ""High-Value Serialized Spare""}",,org-maintenance,Warehouse Aisle B – Shelf 3-4,InStorage,,,,False,Robotics,,
HardwareComponent,SPARE-COGN-IN9912-0339,Synthetic Cognex In-Sight 9912 12MP Inspection Camera #339,Plant Maintenance (Synthetic AI Guild),Cognex,Direct Automation Europe,SN-FAKE-COGN-0339,,,,"{""CostInHUF"": 2200000, ""Status"": ""InStorage"", ""WarehouseLocation"": ""Warehouse Aisle C \u2013 Shelf 4-5"", ""InspectionDate"": ""2026-09-01T00:00:00Z"", ""CalibrationValidUntil"": ""2027-09-01T00:00:00Z"", ""AssetClass"": ""High-Value Serialized Spare""}",,org-maintenance,Warehouse Aisle C – Shelf 4-5,InStorage,,,,False,Test,,
HardwareComponent,SPARE-KUKA-KRC4-PC-0340,Synthetic KUKA KRC4 Industrial Robot Controller PC #340,Plant Maintenance (Synthetic AI Guild),KUKA,Direct Automation Europe,SN-FAKE-KUKA-0340,,,,"{""CostInHUF"": 3900000, ""Status"": ""InStorage"", ""WarehouseLocation"": ""Warehouse Aisle D \u2013 Shelf 5-1"", ""InspectionDate"": ""2026-09-01T00:00:00Z"", ""CalibrationValidUntil"": ""2027-09-01T00:00:00Z"", ""AssetClass"": ""High-Value Serialized Spare""}",,org-maintenance,Warehouse Aisle D – Shelf 5-1,InStorage,,,,False,Robotics,,
HardwareComponent,SPARE-FEST-VTUG-16-0341,Synthetic Festo VTUG Valve Terminal 16-Valve Multi #341,Plant Maintenance (Synthetic AI Guild),Festo,Direct Automation Europe,SN-FAKE-FEST-0341,,,,"{""CostInHUF"": 850000, ""Status"": ""InStorage"", ""WarehouseLocation"": ""Warehouse Aisle E \u2013 Shelf 6-2"", ""InspectionDate"": ""2026-09-01T00:00:00Z"", ""CalibrationValidUntil"": ""2027-09-01T00:00:00Z"", ""AssetClass"": ""High-Value Serialized Spare""}",,org-maintenance,Warehouse Aisle E – Shelf 6-2,InStorage,,,,False,Assembly,,
HardwareComponent,SPARE-ATLAS-STR-61-0342,Synthetic Atlas Copco Tensor STR-61 Tightening Spindle #342,Plant Maintenance (Synthetic AI Guild),Atlas Copco,Direct Automation Europe,SN-FAKE-ATLA-0342,,,,"{""CostInHUF"": 3100000, ""Status"": ""InStorage"", ""WarehouseLocation"": ""Warehouse Aisle F \u2013 Shelf 7-3"", ""InspectionDate"": ""2026-09-01T00:00:00Z"", ""CalibrationValidUntil"": ""2027-09-01T00:00:00Z"", ""AssetClass"": ""High-Value Serialized Spare""}",,org-maintenance,Warehouse Aisle F – Shelf 7-3,InStorage,,,,False,Fastening,,
HardwareComponent,SPARE-SICK-MICROSCAN-0343,Synthetic SICK microScan3 Core Safety Laser Scanner #343,Plant Maintenance (Synthetic AI Guild),SICK,Direct Automation Europe,SN-FAKE-SICK-0343,,,,"{""CostInHUF"": 1250000, ""Status"": ""InStorage"", ""WarehouseLocation"": ""Warehouse Aisle G \u2013 Shelf 8-4"", ""InspectionDate"": ""2026-09-01T00:00:00Z"", ""CalibrationValidUntil"": ""2027-09-01T00:00:00Z"", ""AssetClass"": ""High-Value Serialized Spare""}",,org-maintenance,Warehouse Aisle G – Shelf 8-4,InStorage,,,,False,Assembly,,
HardwareComponent,SPARE-SEW-MOVIPRO-0344,Synthetic SEW Eurodrive MOVIPRO Decentralized Inverter #344,Plant Maintenance (Synthetic AI Guild),SEW Eurodrive,Direct Automation Europe,SN-FAKE-SEW -0344,,,,"{""CostInHUF"": 1600000, ""Status"": ""InStorage"", ""WarehouseLocation"": ""Warehouse Aisle A \u2013 Shelf 1-5"", ""InspectionDate"": ""2026-09-01T00:00:00Z"", ""CalibrationValidUntil"": ""2027-09-01T00:00:00Z"", ""AssetClass"": ""High-Value Serialized Spare""}",,org-maintenance,Warehouse Aisle A – Shelf 1-5,InStorage,,,,False,Assembly,,
HardwareComponent,SPARE-BALL-RFID-RWD-0345,Synthetic Balluff BIS-M 13.56MHz High-Temp RFID Reader #345,Plant Maintenance (Synthetic AI Guild),Balluff,Direct Automation Europe,SN-FAKE-BALL-0345,,,,"{""CostInHUF"": 480000, ""Status"": ""InStorage"", ""WarehouseLocation"": ""Warehouse Aisle B \u2013 Shelf 2-1"", ""InspectionDate"": ""2026-09-01T00:00:00Z"", ""CalibrationValidUntil"": ""2027-09-01T00:00:00Z"", ""AssetClass"": ""High-Value Serialized Spare""}",,org-maintenance,Warehouse Aisle B – Shelf 2-1,InStorage,,,,False,Test,,
HardwareComponent,SPARE-TRUMPF-OPTIC-0346,Synthetic Trumpf BEO D70 Laser Seam Optical Focus Head #346,Plant Maintenance (Synthetic AI Guild),Trumpf,Direct Automation Europe,SN-FAKE-TRUM-0346,,,,"{""CostInHUF"": 4500000, ""Status"": ""InStorage"", ""WarehouseLocation"": ""Warehouse Aisle C \u2013 Shelf 3-2"", ""InspectionDate"": ""2026-09-01T00:00:00Z"", ""CalibrationValidUntil"": ""2027-09-01T00:00:00Z"", ""AssetClass"": ""High-Value Serialized Spare""}",,org-maintenance,Warehouse Aisle C – Shelf 3-2,InStorage,,,,False,Welding,,
HardwareComponent,SPARE-TOX-E-PRESS-0347,Synthetic TOX ElectricDrive 50kN Servo Press Drive #347,Plant Maintenance (Synthetic AI Guild),TOX Pressotechnik,Direct Automation Europe,SN-FAKE-TOX -0347,,,,"{""CostInHUF"": 4800000, ""Status"": ""InStorage"", ""WarehouseLocation"": ""Warehouse Aisle D \u2013 Shelf 4-3"", ""InspectionDate"": ""2026-09-01T00:00:00Z"", ""CalibrationValidUntil"": ""2027-09-01T00:00:00Z"", ""AssetClass"": ""High-Value Serialized Spare""}",,org-maintenance,Warehouse Aisle D – Shelf 4-3,InStorage,,,,False,Fastening,,
HardwareComponent,SPARE-HIRS-BOBCAT-0348,Synthetic Hirschmann BRS20 Industrial Managed Switch #348,Plant Maintenance (Synthetic AI Guild),Hirschmann,Direct Automation Europe,SN-FAKE-HIRS-0348,,,,"{""CostInHUF"": 720000, ""Status"": ""InStorage"", ""WarehouseLocation"": ""Warehouse Aisle E \u2013 Shelf 5-4"", ""InspectionDate"": ""2026-09-01T00:00:00Z"", ""CalibrationValidUntil"": ""2027-09-01T00:00:00Z"", ""AssetClass"": ""High-Value Serialized Spare""}",,org-maintenance,Warehouse Aisle E – Shelf 5-4,InStorage,,,,False,Platform Operations,,
HardwareComponent,SPARE-SIEM-S7-1500-0349,Synthetic Siemens S7-1500 CPU 1516-3 PN/DP (Spare) #349,Plant Maintenance (Synthetic AI Guild),Siemens,Direct Automation Europe,SN-FAKE-SIEM-0349,,,,"{""CostInHUF"": 2850000, ""Status"": ""InStorage"", ""WarehouseLocation"": ""Warehouse Aisle F \u2013 Shelf 6-5"", ""InspectionDate"": ""2026-09-01T00:00:00Z"", ""CalibrationValidUntil"": ""2027-09-01T00:00:00Z"", ""AssetClass"": ""High-Value Serialized Spare""}",,org-maintenance,Warehouse Aisle F – Shelf 6-5,InStorage,,,,False,Assembly,,
HardwareComponent,SPARE-BECK-AX5000-0350,Synthetic Beckhoff AX5000 Servo Drive 12A (Spare) #350,Plant Maintenance (Synthetic AI Guild),Beckhoff,Direct Automation Europe,SN-FAKE-BECK-0350,,,,"{""CostInHUF"": 1450000, ""Status"": ""InStorage"", ""WarehouseLocation"": ""Warehouse Aisle G \u2013 Shelf 7-1"", ""InspectionDate"": ""2026-09-01T00:00:00Z"", ""CalibrationValidUntil"": ""2027-09-01T00:00:00Z"", ""AssetClass"": ""High-Value Serialized Spare""}",,org-maintenance,Warehouse Aisle G – Shelf 7-1,InStorage,,,,False,Robotics,,
HardwareComponent,SPARE-COGN-IN9912-0351,Synthetic Cognex In-Sight 9912 12MP Inspection Camera #351,Plant Maintenance (Synthetic AI Guild),Cognex,Direct Automation Europe,SN-FAKE-COGN-0351,,,,"{""CostInHUF"": 2200000, ""Status"": ""InStorage"", ""WarehouseLocation"": ""Warehouse Aisle A \u2013 Shelf 8-2"", ""InspectionDate"": ""2026-09-01T00:00:00Z"", ""CalibrationValidUntil"": ""2027-09-01T00:00:00Z"", ""AssetClass"": ""High-Value Serialized Spare""}",,org-maintenance,Warehouse Aisle A – Shelf 8-2,InStorage,,,,False,Test,,
HardwareComponent,SPARE-KUKA-KRC4-PC-0352,Synthetic KUKA KRC4 Industrial Robot Controller PC #352,Plant Maintenance (Synthetic AI Guild),KUKA,Direct Automation Europe,SN-FAKE-KUKA-0352,,,,"{""CostInHUF"": 3900000, ""Status"": ""InStorage"", ""WarehouseLocation"": ""Warehouse Aisle B \u2013 Shelf 1-3"", ""InspectionDate"": ""2026-09-01T00:00:00Z"", ""CalibrationValidUntil"": ""2027-09-01T00:00:00Z"", ""AssetClass"": ""High-Value Serialized Spare""}",,org-maintenance,Warehouse Aisle B – Shelf 1-3,InStorage,,,,False,Robotics,,
HardwareComponent,SPARE-FEST-VTUG-16-0353,Synthetic Festo VTUG Valve Terminal 16-Valve Multi #353,Plant Maintenance (Synthetic AI Guild),Festo,Direct Automation Europe,SN-FAKE-FEST-0353,,,,"{""CostInHUF"": 850000, ""Status"": ""InStorage"", ""WarehouseLocation"": ""Warehouse Aisle C \u2013 Shelf 2-4"", ""InspectionDate"": ""2026-09-01T00:00:00Z"", ""CalibrationValidUntil"": ""2027-09-01T00:00:00Z"", ""AssetClass"": ""High-Value Serialized Spare""}",,org-maintenance,Warehouse Aisle C – Shelf 2-4,InStorage,,,,False,Assembly,,
HardwareComponent,SPARE-ATLAS-STR-61-0354,Synthetic Atlas Copco Tensor STR-61 Tightening Spindle #354,Plant Maintenance (Synthetic AI Guild),Atlas Copco,Direct Automation Europe,SN-FAKE-ATLA-0354,,,,"{""CostInHUF"": 3100000, ""Status"": ""InStorage"", ""WarehouseLocation"": ""Warehouse Aisle D \u2013 Shelf 3-5"", ""InspectionDate"": ""2026-09-01T00:00:00Z"", ""CalibrationValidUntil"": ""2027-09-01T00:00:00Z"", ""AssetClass"": ""High-Value Serialized Spare""}",,org-maintenance,Warehouse Aisle D – Shelf 3-5,InStorage,,,,False,Fastening,,
HardwareComponent,SPARE-SICK-MICROSCAN-0355,Synthetic SICK microScan3 Core Safety Laser Scanner #355,Plant Maintenance (Synthetic AI Guild),SICK,Direct Automation Europe,SN-FAKE-SICK-0355,,,,"{""CostInHUF"": 1250000, ""Status"": ""InStorage"", ""WarehouseLocation"": ""Warehouse Aisle E \u2013 Shelf 4-1"", ""InspectionDate"": ""2026-09-01T00:00:00Z"", ""CalibrationValidUntil"": ""2027-09-01T00:00:00Z"", ""AssetClass"": ""High-Value Serialized Spare""}",,org-maintenance,Warehouse Aisle E – Shelf 4-1,InStorage,,,,False,Assembly,,
HardwareComponent,SPARE-SEW-MOVIPRO-0356,Synthetic SEW Eurodrive MOVIPRO Decentralized Inverter #356,Plant Maintenance (Synthetic AI Guild),SEW Eurodrive,Direct Automation Europe,SN-FAKE-SEW -0356,,,,"{""CostInHUF"": 1600000, ""Status"": ""InStorage"", ""WarehouseLocation"": ""Warehouse Aisle F \u2013 Shelf 5-2"", ""InspectionDate"": ""2026-09-01T00:00:00Z"", ""CalibrationValidUntil"": ""2027-09-01T00:00:00Z"", ""AssetClass"": ""High-Value Serialized Spare""}",,org-maintenance,Warehouse Aisle F – Shelf 5-2,InStorage,,,,False,Assembly,,
